price(euros),energy_class,climate_class,subtype,district,bathroom_lavatory_counts,is_rent,rent_or_sale,floor_num,rooms_num,bedrooms_num,area(m^2)
1780000,D,D,Apartment,Paris 5th (75005),1,False,sale,5,5,1,109.76
1980000,G,F,Apartment,Paris 16th (75016),2,False,sale,9,3,2,90.0
2650000,C,C,Apartment,Paris 4th (75004),3,False,sale,4,4,3,122.57
3500000,D,D,Apartment,Paris 7th (75007),3,False,sale,5,4,3,122.47
3100000,D,D,Apartment,Paris 7th (75007),4,False,sale,Ground,4,4,121.61
956800,E,D,Apartment,Paris 16th (75016),2,False,sale,4,4,2,77.64
790000,E,E,Apartment,Paris 17th (75017),2,False,sale,1,4,2,65.52
1950000,F,F,Apartment,Paris 16th (75016),3,False,sale,6,6,3,146.67
930000,D,D,Apartment,Paris 9th (75009),2,False,sale,3,3,2,63.39
1490000,C,C,Apartment,Paris 8th (75008),3,False,sale,1,5,3,104.0
2150000,D,D,Apartment,Paris 9th (75009),2,False,sale,5,4,2,106.0
1730000,D,D,Apartment,Paris 5th (75005),2,False,sale,1,6,2,147.0
1650000,E,F,Apartment,Paris 17th (75017),2,False,sale,2,5,2,132.47
1680000,D,B,Apartment,Paris 16th (75016),3,False,sale,2,4,3,108.02
168000,G,D,Apartment,Paris 8th (75008),1,False,sale,7,1,1,14.09
2500000,F,F,Apartment,Paris 7th (75007),2,False,sale,Ground,6,2,150.05
760000,G,F,Apartment,Paris 16th (75016),1,False,sale,Ground,3,1,79.56
394700,G,F,Apartment,Paris 17th (75017),2,False,sale,1,2,2,47.5
2500000,D,E,Apartment,Paris 7th (75007),2,False,sale,4,4,2,95.0
1145000,G,C,Apartment,Paris 3rd (75003),2,False,sale,5,3,2,83.6
1176000,E,E,Apartment,Paris 16th (75016),2,False,sale,4,4,2,85.27
1770000,A,A,Apartment,Paris 16th (75016),3,False,sale,1,4,3,105.0
1875000,D,E,Apartment,Paris 16th (75016),2,False,sale,3,5,2,119.0
895000,D,D,Apartment,Paris 15th (75015),2,False,sale,10,3,2,70.06
290000,G,E,Business,Paris 5th (75005),1,False,sale,Ground,1,1,28.25
1600000,F,E,Apartment,Paris 16th (75016),4,False,sale,1,5,4,150.1
1020000,E,B,Apartment,Paris 8th (75008),2,False,sale,4,3,2,66.02
1250000,D,E,Apartment,Paris 3rd (75003),1,False,sale,3,5,1,89.0
525000,D,D,Apartment,Paris 14th (75014),1,False,sale,1,1,1,39.2
550000,E,B,Apartment,Paris 15th (75015),1,False,sale,2,2,1,41.1
2790000,A,A,Apartment,Paris 16th (75016),0,False,sale,1,6,0,179.54
1976000,D,D,Apartment,Paris 16th (75016),0,False,sale,10,3,0,91.0
965000,E,B,Apartment,Paris 14th (75014),2,False,sale,2,2,2,63.27
1250000,C,D,Apartment,Paris 16th (75016),2,False,sale,4,3,2,86.0
2520000,E,D,Apartment,Paris 12th (75012),3,False,sale,8,6,3,147.0
3536000,C,C,Apartment,Paris 7th (75007),3,False,sale,2,5,3,201.0
2625000,E,E,Apartment,Paris 5th (75005),3,False,sale,5,5,3,164.01
2295000,E,B,Apartment,Paris 7th (75007),3,False,sale,Top,5,3,116.52
2750000,D,E,Apartment,Paris 6th (75006),1,False,sale,2,4,1,116.04
1460000,E,E,Apartment,Paris 17th (75017),2,False,sale,6,4,2,88.15
650000,C,A,Apartment,Paris 7th (75007),2,False,sale,4,2,2,33.17
66000,D,E,Garage/Parking,Paris 16th (75016),2,False,sale,5,4,2,95.0
1190000,D,D,Apartment,Paris 18th (75018),2,False,sale,5,4,2,96.53
2160000,D,D,Apartment,Paris 16th (75016),4,False,sale,Ground,6,4,200.0
1240000,D,D,Apartment,Paris 16th (75016),1,False,sale,5,3,1,99.15
2100000,E,D,Apartment,Paris 5th (75005),2,False,sale,5,5,2,113.38
395000,F,F,Apartment,Paris 16th (75016),2,False,sale,Ground,1,2,26.43
2160000,E,B,Apartment,Paris 9th (75009),4,False,sale,2,5,4,161.56
400000,G,F,Apartment,Paris 6th (75006),1,False,sale,5,1,1,23.95
2990000,D,D,Apartment,Paris 16th (75016),3,False,sale,3,5,3,179.43
2860000,D,D,Apartment,Paris 16th (75016),3,False,sale,4,6,3,182.6
2163000,E,E,Apartment,Paris 16th (75016),2,False,sale,2,5,2,135.74
2500000,F,F,Apartment,Paris 7th (75007),3,False,sale,1,6,3,167.0
630000,E,E,Apartment,Paris 11th (75011),1,False,sale,2,3,1,54.04
990000,E,E,Apartment,Paris 6th (75006),2,False,sale,5,2,2,56.18
1485000,E,E,Apartment,Paris 16th (75016),2,False,sale,4,5,2,116.57
780000,E,B,Apartment,Paris 6th (75006),1,False,sale,2,2,1,42.11
1490000,E,G,Apartment,Paris 17th (75017),3,False,sale,2,4,3,92.05
830000,D,D,Apartment,Paris 16th (75016),2,False,sale,2,3,2,74.71
1845000,B,C,Apartment,Paris 16th (75016),3,False,sale,1,6,3,156.18
2850000,B,C,Apartment,Paris 7th (75007),3,False,sale,5,4,3,120.0
1680000,D,D,Apartment,Paris 8th (75008),3,False,sale,3,4,3,115.05
1875000,C,D,Apartment,Paris 9th (75009),4,False,sale,5,4,4,120.66
1850000,E,E,Apartment,Paris 9th (75009),2,False,sale,3,5,2,123.81
995000,C,C,Apartment,Paris 4th (75004),2,False,sale,Top,3,2,70.24
2800000,E,E,Apartment,Paris 16th (75016),2,False,sale,2,4,2,147.5
1300000,D,E,Apartment,Paris 8th (75008),2,False,sale,1,5,2,98.0
970000,C,A,Apartment,Paris 13th (75013),2,False,sale,10,3,2,77.44
480000,E,D,Apartment,Paris 5th (75005),1,False,sale,6,2,1,31.0
3200000,C,C,Apartment,Paris 6th (75006),3,False,sale,2,6,3,183.0
2250000,G,G,Apartment,Paris 8th (75008),2,False,sale,3,3,2,104.0
469999,D,E,Apartment,Paris 16th (75016),0,False,sale,5,4,0,79.0
1195000,F,F,Apartment,Paris 5th (75005),1,False,sale,3,3,1,69.63
899000,E,D,Apartment,Paris 9th (75009),2,False,sale,2,3,2,70.53
1490000,B,C,Apartment,Paris 15th (75015),3,False,sale,3,5,3,115.16
615000,G,C,Apartment,Paris 9th (75009),1,False,sale,5,2,1,38.22
995000,E,E,Apartment,Paris 17th (75017),2,False,sale,4,4,2,80.46
310000,E,B,Apartment,Paris 17th (75017),1,False,sale,1,1,1,25.08
1760000,F,E,Apartment,Paris 17th (75017),4,False,sale,2,6,4,143.05
3150000,D,D,Apartment,Paris 16th (75016),3,False,sale,5,7,3,191.0
1500000,E,D,Apartment,Paris 7th (75007),4,False,sale,3,5,4,98.0
1800000,D,D,Apartment,Paris 6th (75006),3,False,sale,3,5,3,97.25
1790000,F,F,Apartment,Paris 17th (75017),4,False,sale,5,6,4,140.42
845000,E,E,Apartment,Paris 10th (75010),2,False,sale,5,3,2,60.3
965000,D,D,Apartment,Paris 16th (75016),2,False,sale,3,4,2,90.54
2990000,G,F,Apartment,Paris 16th (75016),6,False,sale,3,6,6,193.75
1660000,E,B,Apartment,Paris 17th (75017),0,False,sale,9,4,0,101.39
1075000,D,D,Apartment,Paris 7th (75007),2,False,sale,1,3,2,75.75
685000,D,E,Apartment,Paris 6th (75006),1,False,sale,4,2,1,46.02
880000,D,D,Apartment,Paris 15th (75015),2,False,sale,2,3,2,72.34
2265000,G,F,Apartment,Paris 7th (75007),5,False,sale,1,6,5,162.1
625000,D,D,Apartment,Paris 7th (75007),1,False,sale,4,2,1,38.02
1300000,D,D,Apartment,Paris 17th (75017),2,False,sale,6,4,2,87.0
2250000,F,F,Apartment,Paris 17th (75017),2,False,sale,4,6,2,174.5
832000,D,E,Apartment,Paris 16th (75016),2,False,sale,8,3,2,84.0
3016000,D,D,Apartment,Paris 6th (75006),2,False,sale,5,6,2,168.12
697500,E,E,Apartment,Paris 8th (75008),0,False,sale,4,2,0,44.8
2090000,C,A,House,Paris 16th (75016),3,False,sale,5,6,3,174.41
1595000,D,E,Apartment,Paris 17th (75017),2,False,sale,2,5,2,123.6
1950000,E,E,Apartment,Paris 17th (75017),3,False,sale,4,5,3,160.24
1550000,E,D,Apartment,Paris 16th (75016),3,False,sale,6,5,3,111.51
1070000,C,D,Apartment,Paris 5th (75005),2,False,sale,4,5,2,75.07
2500000,D,B,House,Paris 8th (75008),4,False,sale,4,5,4,136.07
580000,G,C,Apartment,Paris 6th (75006),1,False,sale,6,2,1,38.72
960000,G,C,Apartment,Paris 6th (75006),2,False,sale,4,2,2,46.89
2695000,E,E,Apartment,Paris 17th (75017),0,False,sale,5,5,0,129.07
1250000,C,D,Apartment,Paris 16th (75016),2,False,sale,4,5,2,103.52
215000,E,E,Apartment,Paris 8th (75008),1,False,sale,4,1,1,18.51
3050000,D,E,Apartment,Paris 16th (75016),4,False,sale,1,7,4,258.3
2440000,D,D,Apartment,Paris 8th (75008),3,False,sale,3,5,3,165.04
890000,E,E,Apartment,Paris 6th (75006),1,False,sale,6,2,1,33.08
1200000,C,A,Apartment,Paris 6th (75006),2,False,sale,4,3,2,60.0
1835000,E,F,Apartment,Paris 16th (75016),1,False,sale,4,4,1,109.76
1310000,C,D,Apartment,Paris 7th (75007),3,False,sale,4,5,3,87.9
890000,D,B,Apartment,Paris 9th (75009),2,False,sale,4,3,2,54.65
1970000,D,E,House,Paris 13th (75013),0,False,sale,Ground,5,0,136.35
1700000,E,E,Apartment,Paris 16th (75016),3,False,sale,3,5,3,107.68
1100000,D,B,Apartment,Paris 5th (75005),2,False,sale,4,3,2,68.0
1400000,C,C,Apartment,Paris 5th (75005),2,False,sale,4,3,2,66.12
299000,D,E,Garage/Parking,Paris 6th (75006),0,False,sale,4,4,0,95.0
550000,D,D,Apartment,Paris 6th (75006),1,False,sale,4,2,1,32.61
3200000,E,D,Apartment,Paris 7th (75007),3,False,sale,3,8,3,202.76
1190000,E,B,Apartment,Paris 14th (75014),2,False,sale,5,5,2,108.63
795000,G,C,Apartment,Paris 8th (75008),1,False,sale,Ground,3,1,70.7
1700000,E,E,Apartment,Paris 7th (75007),2,False,sale,3,4,2,77.5
3000000,D,E,Apartment,Paris 6th (75006),2,False,sale,3,6,2,176.43
515000,D,E,Apartment,Paris 17th (75017),1,False,sale,Ground,1,1,39.88
2650000,D,E,Apartment,Paris 16th (75016),0,False,sale,6,6,0,177.69
1090000,G,G,Apartment,Paris 16th (75016),2,False,sale,Top,4,2,72.52
1350000,D,D,Apartment,Paris 16th (75016),2,False,sale,2,4,2,98.9
1760000,C,D,House,Paris 16th (75016),4,False,sale,5,6,4,134.79
1270000,D,E,Apartment,Paris 17th (75017),2,False,sale,2,4,2,97.95
2250000,E,E,Apartment,Paris 4th (75004),3,False,sale,2,6,3,184.0
1725000,D,E,Apartment,Paris 16th (75016),2,False,sale,1,3,2,97.0
1190000,E,B,Apartment,Paris 6th (75006),1,False,sale,1,2,1,60.01
288000,F,C,Apartment,Paris 17th (75017),1,False,sale,1,2,1,27.16
1350000,C,D,Apartment,Paris 6th (75006),2,False,sale,1,4,2,78.05
1240000,D,D,Apartment,Paris 17th (75017),3,False,sale,4,4,3,92.37
1150000,D,D,Apartment,Paris 5th (75005),2,False,sale,3,4,2,90.55
1480000,D,D,Apartment,Paris 7th (75007),3,False,sale,5,4,3,103.07
890000,E,B,Apartment,Paris 16th (75016),2,False,sale,7,3,2,61.04
2190000,D,D,Apartment,Paris 6th (75006),4,False,sale,2,4,4,123.7
595000,E,B,Apartment,Paris 7th (75007),2,False,sale,Ground,2,2,52.0
1595000,E,E,Apartment,Paris 17th (75017),2,False,sale,5,3,2,90.0
1950000,E,D,Apartment,Paris 7th (75007),1,False,sale,3,4,1,115.04
1390000,F,C,Apartment,Paris 6th (75006),1,False,sale,2,3,1,68.15
1290000,E,E,Apartment,Paris 3rd (75003),2,False,sale,1,4,2,85.06
508800,A,A,Apartment,Paris 13th (75013),1,False,sale,4,2,1,35.45
995000,C,C,Apartment,Paris 17th (75017),3,False,sale,6,4,3,70.01
1865000,D,E,Apartment,Paris 6th (75006),1,False,sale,4,4,1,112.8
960000,A,A,Apartment,Paris 16th (75016),0,False,sale,1,4,0,71.0
900000,E,E,Apartment,Paris 16th (75016),2,False,sale,5,4,2,70.16
2200000,D,D,Apartment,Paris 16th (75016),5,False,sale,3,6,5,164.0
2450000,D,E,Apartment,Paris 15th (75015),0,False,sale,3,6,0,160.0
315000,F,D,Apartment,Paris 7th (75007),1,False,sale,2,1,1,24.25
997000,F,C,Apartment,Paris 5th (75005),2,False,sale,3,3,2,61.91
2100000,E,F,Apartment,Paris 8th (75008),3,False,sale,1,6,3,153.83
2180000,D,D,Apartment,Paris 17th (75017),4,False,sale,1,7,4,172.47
790000,D,B,Apartment,Paris 10th (75010),2,False,sale,Ground,3,2,59.17
1680000,D,F,Apartment,Paris 6th (75006),1,False,sale,6,4,1,76.09
570000,D,B,Apartment,Paris 13th (75013),2,False,sale,4,2,2,44.49
313000,E,E,Apartment,Paris 8th (75008),1,False,sale,3,2,1,24.5
485000,G,F,Apartment,Paris 5th (75005),1,False,sale,6,1,1,32.0
1350000,D,D,Apartment,Paris 17th (75017),1,False,sale,3,4,1,106.32
1365000,A,A,Apartment,Paris 16th (75016),3,False,sale,6,4,3,113.57
3200000,E,E,Apartment,Paris 17th (75017),5,False,sale,4,7,5,195.0
2880000,D,E,Apartment,Paris 7th (75007),4,False,sale,5,5,4,145.55
2250000,E,E,Apartment,Paris 3rd (75003),2,False,sale,1,6,2,175.0
955000,D,B,Apartment,Paris 17th (75017),2,False,sale,8,3,2,72.1
2120000,E,E,Apartment,Paris 16th (75016),4,False,sale,1,6,4,195.23
1575000,E,D,Apartment,Paris 3rd (75003),5,False,sale,2,5,5,111.0
1670000,E,E,Apartment,Paris 16th (75016),2,False,sale,1,5,2,134.0
1390000,E,E,Apartment,Paris 16th (75016),0,False,sale,3,5,0,98.06
1680000,G,F,House,Paris 15th (75015),3,False,sale,3,5,3,178.45
490000,D,B,Apartment,Paris 3rd (75003),1,False,sale,1,2,1,35.0
1200000,C,D,Apartment,Paris 9th (75009),2,False,sale,2,3,2,80.13
378000,F,C,Apartment,Paris 11th (75011),1,False,sale,1,2,1,32.0
2650000,D,E,Apartment,Paris 17th (75017),4,False,sale,5,5,4,175.0
550000,G,G,Apartment,Paris 6th (75006),2,False,sale,7,1,2,29.23
1490000,D,B,Apartment,Paris 12th (75012),2,False,sale,1,6,2,118.28
3200000,F,F,Apartment,Paris 7th (75007),3,False,sale,7,6,3,140.0
420000,E,C,Apartment,Paris 17th (75017),1,False,sale,6,2,1,33.51
2700000,C,C,Apartment,Paris 7th (75007),2,False,sale,4,4,2,120.17
980000,D,D,Apartment,Paris 17th (75017),2,False,sale,4,4,2,70.03
680000,G,F,Apartment,Paris 16th (75016),1,False,sale,1,2,1,58.0
1790000,D,B,House,Paris 17th (75017),3,False,sale,Ground,5,3,115.55
2610000,D,D,Apartment,Paris 6th (75006),2,False,sale,1,6,2,180.12
925000,D,C,Apartment,Paris 16th (75016),1,False,sale,7,4,1,88.59
1334000,D,D,Apartment,Paris 4th (75004),2,False,sale,5,4,2,89.92
1560000,D,D,Apartment,Paris 16th (75016),2,False,sale,6,6,2,114.2
850000,D,B,Apartment,Paris 7th (75007),1,False,sale,2,2,1,52.95
330000,G,C,Apartment,Paris 5th (75005),1,False,sale,6,2,1,22.52
1295000,C,D,Apartment,Paris 9th (75009),3,False,sale,4,4,3,99.78
1495000,G,F,Apartment,Paris 8th (75008),3,False,sale,1,5,3,116.25
890000,F,C,Apartment,Paris 17th (75017),2,False,sale,2,3,2,65.1
2100000,G,F,Apartment,Paris 7th (75007),2,False,sale,3,3,2,85.0
1395000,C,D,Apartment,Paris 17th (75017),3,False,sale,1,4,3,110.06
760000,G,C,Apartment,Paris 7th (75007),1,False,sale,5,3,1,48.77
2690000,D,E,Apartment,Paris 15th (75015),3,False,sale,3,6,3,144.65
1250000,F,C,Apartment,Paris 6th (75006),2,False,sale,1,2,2,72.98
1295000,C,C,Apartment,Paris 17th (75017),2,False,sale,2,4,2,95.5
1540000,D,B,Apartment,Paris 17th (75017),4,False,sale,7,6,4,121.88
105000,A,A,Apartment,Paris 3rd (75003),2,False,sale,7,1,2,9.46
890000,G,G,Apartment,Paris 6th (75006),2,False,sale,3,3,2,62.99
895000,G,G,Apartment,Paris 6th (75006),2,False,sale,2,3,2,62.54
1310400,E,E,Apartment,Paris 16th (75016),3,False,sale,4,3,3,104.85
1450000,D,E,Apartment,Paris 16th (75016),4,False,sale,1,4,4,110.54
1450000,E,E,Apartment,Paris 18th (75018),2,False,sale,3,3,2,78.38
1450000,D,E,Apartment,Paris 7th (75007),0,False,sale,2,4,0,96.5
1490000,E,F,Apartment,Paris 16th (75016),3,False,sale,8,5,3,126.45
1550000,D,B,House,Paris 19th (75019),2,False,sale,Ground,4,2,109.04
2450000,E,E,Apartment,Paris 6th (75006),2,False,sale,2,5,2,127.0
3130000,A,A,Apartment,Paris 5th (75005),3,False,sale,7,4,3,137.25
3370000,G,F,Apartment,Paris 7th (75007),3,False,sale,5,6,3,147.09
3190000,G,F,Apartment,Paris 7th (75007),2,False,sale,5,5,2,123.67
695000,E,E,Apartment,Paris 3rd (75003),1,False,sale,3,3,1,48.51
2150000,C,D,Apartment,Paris 9th (75009),2,False,sale,1,6,2,148.2
2050000,E,E,Apartment,Paris 16th (75016),4,False,sale,5,4,4,171.32
1090000,D,D,Apartment,Paris 16th (75016),1,False,sale,4,4,1,77.04
1270000,D,D,Apartment,Paris 7th (75007),2,False,sale,3,3,2,63.79
550000,G,C,Apartment,Paris 15th (75015),2,False,sale,6,2,2,45.07
2200000,E,B,Apartment,Paris 3rd (75003),2,False,sale,Ground,7,2,134.75
2700000,E,B,Apartment,Paris 14th (75014),2,False,sale,1,5,2,150.69
2050000,C,A,Apartment,Paris 7th (75007),1,False,sale,7,4,1,83.0
1270000,G,F,Apartment,Paris 4th (75004),1,False,sale,4,3,1,95.0
2270000,G,F,Apartment,Paris 17th (75017),3,False,sale,3,6,3,184.1
795000,D,D,Apartment,Paris 7th (75007),1,False,sale,4,3,1,58.17
1790000,C,D,Apartment,Paris 16th (75016),4,False,sale,2,7,4,154.01
2150000,D,D,Apartment,Paris 16th (75016),3,False,sale,2,5,3,101.0
499000,D,C,Apartment,Paris 16th (75016),2,False,sale,1,2,2,50.67
1730000,D,D,Apartment,Paris 5th (75005),3,False,sale,4,4,3,107.35
2090000,C,D,Apartment,Paris 8th (75008),3,False,sale,3,5,3,132.34
1670000,D,E,Apartment,Paris 8th (75008),2,False,sale,4,3,2,92.8
2100000,G,G,Apartment,Paris 14th (75014),3,False,sale,2,4,3,112.44
2050000,C,C,House,Paris 16th (75016),3,False,sale,5,6,3,150.0
3360000,D,D,Apartment,Paris 6th (75006),6,False,sale,5,6,6,163.07
1320000,D,E,Apartment,Paris 17th (75017),2,False,sale,1,5,2,109.3
265000,F,C,Apartment,Paris 5th (75005),1,False,sale,3,1,1,17.63
1600000,E,E,Apartment,Paris 17th (75017),3,False,sale,5,6,3,143.04
1360000,E,B,Apartment,Paris 6th (75006),3,False,sale,5,4,3,79.59
715000,F,C,Apartment,Paris 6th (75006),1,False,sale,3,2,1,36.0
1195000,F,C,Apartment,Paris 3rd (75003),2,False,sale,4,4,2,74.82
890000,D,E,Apartment,Paris 6th (75006),2,False,sale,6,2,2,38.9
1400000,B,C,Apartment,Paris 16th (75016),2,False,sale,8,3,2,71.0
3480000,F,F,Apartment,Paris 4th (75004),4,False,sale,4,6,4,200.0
950000,D,D,Apartment,Paris 15th (75015),1,False,sale,3,4,1,75.56
1562500,F,F,Apartment,Paris 16th (75016),3,False,sale,2,6,3,108.22
1050000,D,D,Apartment,Paris 6th (75006),1,False,sale,5,3,1,63.44
1600000,D,D,Apartment,Paris 15th (75015),3,False,sale,3,5,3,101.1
2850000,D,E,Apartment,Paris 16th (75016),3,False,sale,2,3,3,150.0
850000,G,G,Apartment,Paris 17th (75017),2,False,sale,Ground,3,2,67.01
890000,G,G,Apartment,Paris 1st (75001),1,False,sale,7,2,1,39.04
495000,A,A,Apartment,Paris 3rd (75003),0,False,sale,Ground,2,0,33.91
1300000,C,D,Apartment,Paris 16th (75016),1,False,sale,1,4,1,114.88
1295000,D,D,Apartment,Paris 16th (75016),2,False,sale,4,5,2,103.89
2800000,D,D,Apartment,Paris 11th (75011),6,False,sale,2,7,6,195.15
432000,G,C,Apartment,Paris 17th (75017),1,False,sale,2,2,1,34.52
1370000,C,D,Apartment,Paris 17th (75017),3,False,sale,2,4,3,88.1
1980000,D,A,Apartment,Paris 7th (75007),2,False,sale,4,3,2,76.0
39000,D,E,Garage/Parking,Paris 5th (75005),0,False,sale,4,4,0,95.0
1590000,D,E,Apartment,Paris 16th (75016),0,False,sale,3,4,0,117.72
900000,D,D,Apartment,Paris 6th (75006),2,False,sale,1,3,2,54.3
630000,C,C,Apartment,Paris 14th (75014),1,False,sale,6,1,1,28.57
560000,F,D,Apartment,Paris 16th (75016),1,False,sale,1,1,1,40.36
1895000,D,D,Apartment,Paris 17th (75017),4,False,sale,5,6,4,143.6
800000,E,F,Apartment,Paris 17th (75017),1,False,sale,6,3,1,61.14
895000,D,D,Apartment,Paris 17th (75017),2,False,sale,6,3,2,75.03
365000,F,F,Apartment,Paris 11th (75011),1,False,sale,3,2,1,32.0
3500000,E,E,Apartment,Paris 7th (75007),2,False,sale,6,7,2,200.7
1990000,A,A,Apartment,Paris 16th (75016),3,False,sale,4,5,3,106.0
2400000,G,F,Apartment,Paris 6th (75006),3,False,sale,1,4,3,119.29
960000,C,D,Apartment,Paris 16th (75016),2,False,sale,5,4,2,73.44
1050000,E,B,Apartment,Paris 16th (75016),4,False,sale,Ground,5,4,118.0
830000,D,D,Apartment,Paris 8th (75008),2,False,sale,1,3,2,59.6
1250000,D,E,Apartment,Paris 16th (75016),2,False,sale,2,3,2,80.05
620000,D,A,Apartment,Paris 9th (75009),2,False,sale,1,2,2,51.4
450000,F,C,Apartment,Paris 18th (75018),1,False,sale,4,2,1,29.66
340000,G,C,Apartment,Paris 4th (75004),1,False,sale,3,1,1,23.37
1680000,E,E,Apartment,Paris 17th (75017),4,False,sale,2,6,4,129.24
1560000,D,D,Apartment,Paris 5th (75005),2,False,sale,4,4,2,114.94
770000,G,G,Apartment,Paris 17th (75017),2,False,sale,5,3,2,67.72
835000,D,D,Apartment,Paris 14th (75014),2,False,sale,4,3,2,63.99
298000,G,F,Apartment,Paris 6th (75006),1,False,sale,6,2,1,17.98
1150000,E,E,Apartment,Paris 16th (75016),3,False,sale,6,4,3,101.05
1050000,D,E,Apartment,Paris 16th (75016),2,False,sale,6,3,2,86.62
2100000,E,B,Apartment,Paris 17th (75017),3,False,sale,4,4,3,92.62
1345000,E,B,Apartment,Paris 7th (75007),2,False,sale,1,3,2,92.0
1098000,D,D,Apartment,Paris 15th (75015),2,False,sale,3,3,2,86.35
1680000,C,D,Apartment,Paris 7th (75007),2,False,sale,1,5,2,130.91
1500000,D,E,Apartment,Paris 6th (75006),3,False,sale,1,2,3,76.0
1975000,C,D,Apartment,Paris 1st (75001),4,False,sale,6,4,4,111.85
1980000,D,E,Apartment,Paris 16th (75016),2,False,sale,4,5,2,127.31
1300000,G,F,Apartment,Paris 4th (75004),1,False,sale,5,5,1,101.45
1150000,E,B,Apartment,Paris 7th (75007),2,False,sale,5,3,2,52.06
425000,F,C,Apartment,Paris 6th (75006),1,False,sale,Top,1,1,24.51
1600000,E,B,Apartment,Paris 3rd (75003),2,False,sale,1,3,2,95.55
320000,F,C,Apartment,Paris 9th (75009),1,False,sale,Ground,1,1,26.17
745000,G,C,Apartment,Paris 9th (75009),1,False,sale,1,3,1,48.24
2400000,F,F,Apartment,Paris 14th (75014),3,False,sale,10,4,3,135.44
290000,D,D,Apartment,Paris 17th (75017),1,False,sale,6,1,1,17.01
618000,E,B,Apartment,Paris 13th (75013),2,False,sale,3,3,2,52.06
320000,E,E,Apartment,Paris 11th (75011),1,False,sale,9,1,1,32.31
549000,G,G,Apartment,Paris 17th (75017),1,False,sale,5,2,1,35.25
440000,D,B,Apartment,Paris 17th (75017),1,False,sale,4,1,1,30.39
2060000,D,D,Apartment,Paris 17th (75017),4,False,sale,6,6,4,156.02
2390000,D,D,Apartment,Paris 16th (75016),3,False,sale,3,5,3,154.14
850000,D,D,Apartment,Paris 17th (75017),1,False,sale,4,3,1,85.67
995000,G,G,Apartment,Paris 16th (75016),2,False,sale,4,4,2,81.56
1390000,F,F,Apartment,Paris 16th (75016),3,False,sale,1,6,3,113.24
3200000,G,F,Apartment,Paris 7th (75007),2,False,sale,4,5,2,189.0
474000,E,B,Apartment,Paris 5th (75005),2,False,sale,5,2,2,40.04
1995000,D,D,Apartment,Paris 17th (75017),3,False,sale,2,6,3,166.04
2545000,D,D,Apartment,Paris 9th (75009),2,False,sale,1,5,2,157.23
990000,D,E,Apartment,Paris 6th (75006),1,False,sale,3,2,1,63.61
2750000,D,D,Apartment,Paris 6th (75006),3,False,sale,2,5,3,159.52
625000,F,F,Apartment,Paris 16th (75016),2,False,sale,4,2,2,43.5
1950000,C,D,Apartment,Paris 6th (75006),3,False,sale,2,5,3,106.0
2990000,E,B,Apartment,Paris 7th (75007),3,False,sale,2,5,3,171.22
2600000,D,B,Apartment,Paris 4th (75004),3,False,sale,3,5,3,116.36
1550000,D,D,Apartment,Paris 17th (75017),3,False,sale,1,6,3,119.23
459000,E,B,Apartment,Paris 16th (75016),1,False,sale,1,2,1,38.37
1420000,D,B,Apartment,Paris 5th (75005),2,False,sale,5,3,2,56.35
330000,E,B,Apartment,Paris 17th (75017),2,False,sale,2,1,2,23.0
728000,F,C,Apartment,Paris 17th (75017),4,False,sale,Ground,4,4,72.57
1850000,D,E,Apartment,Paris 7th (75007),3,False,sale,2,4,3,104.0
1660000,E,D,Apartment,Paris 5th (75005),3,False,sale,5,4,3,105.42
1990000,G,G,Apartment,Paris 7th (75007),3,False,sale,3,5,3,117.0
1290000,E,E,Apartment,Paris 16th (75016),3,False,sale,3,5,3,108.0
2990000,C,C,Apartment,Paris 7th (75007),5,False,sale,3,6,5,144.93
2790000,A,A,Apartment,Paris 9th (75009),3,False,sale,3,6,3,195.89
2950000,D,E,Apartment,Paris 16th (75016),1,False,sale,5,6,1,154.0
1860000,F,G,Apartment,Paris 5th (75005),4,False,sale,Ground,5,4,108.79
1850000,E,F,Apartment,Paris 16th (75016),3,False,sale,3,5,3,116.88
1790000,D,E,Apartment,Paris 16th (75016),3,False,sale,5,5,3,148.25
3000000,D,E,Apartment,Paris 7th (75007),5,False,sale,4,7,5,187.5
2680000,D,E,Apartment,Paris 7th (75007),3,False,sale,1,5,3,141.5
910000,D,E,Apartment,Paris 5th (75005),1,False,sale,4,3,1,73.08
3400000,G,G,Apartment,Paris 7th (75007),4,False,sale,6,5,4,131.71
2990000,D,E,Apartment,Paris 16th (75016),4,False,sale,3,7,4,198.0
3495000,B,C,Apartment,Paris 6th (75006),5,False,sale,3,6,5,188.29
2490000,D,E,Apartment,Paris 16th (75016),0,False,sale,5,5,0,160.0
1380000,G,G,Apartment,Paris 15th (75015),2,False,sale,3,4,2,97.5
709000,D,E,Apartment,Paris 18th (75018),2,False,sale,1,2,2,50.0
3435000,C,D,Apartment,Paris 16th (75016),4,False,sale,8,7,4,176.5
990000,E,E,Apartment,Paris 17th (75017),2,False,sale,5,4,2,90.02
650000,E,B,Apartment,Paris 9th (75009),2,False,sale,4,3,2,51.47
450000,G,F,Apartment,Paris 5th (75005),2,False,sale,3,2,2,31.66
3400000,E,E,Apartment,Paris 6th (75006),3,False,sale,6,5,3,133.64
1480000,E,E,Apartment,Paris 17th (75017),2,False,sale,2,4,2,100.48
2135000,D,E,Apartment,Paris 16th (75016),3,False,sale,4,5,3,141.89
