Price/Rent (Euros),Bathroom,Type (Rental/Housing),Rooms,Bedrooms,Area (m²),Arrondissement,ZipCode
3250000,2,Housing,8,2,188.52,16,75016
3500000,2,Housing,8,2,233.0,6,75006
3360000,2,Housing,5,2,152.23,7,75007
2400000,2,Housing,5,2,151.55,14,75014
2850000,3,Housing,5,3,130.0,7,75007
2050000,2,Housing,5,2,165.0,8,75008
350000,2,Housing,1,2,95.0,16,75016
1290000,2,Housing,4,2,77.0,16,75016
1999000,3,Housing,5,3,146.0,16,75016
1500000,3,Housing,6,3,92.0,6,75006
2900000,2,Housing,5,2,180.0,6,75006
1550000,1,Housing,2,1,65.0,8,75008
1400000,0,Housing,5,0,118.0,16,75016
1895000,4,Housing,7,4,154.0,16,75016
1290000,1,Housing,3,1,48.0,6,75006
2200000,3,Housing,3,3,80.0,6,75006
900000,1,Housing,1,1,68.0,6,75006
2248000,2,Housing,5,2,151.0,6,75006
3150000,3,Housing,4,3,126.0,3,75003
1270000,2,Housing,3,2,124.22,16,75016
2600000,4,Housing,5,4,133.0,5,75005
470000,1,Housing,2,1,35.74,7,75007
2080000,2,Housing,3,2,95.23,7,75007
280000,1,Housing,1,1,21.34,8,75008
2200000,3,Housing,4,3,106.75,16,75016
3150000,3,Housing,5,3,127.0,7,75007
2200000,2,Housing,3,2,97.0,16,75016
600000,3,Housing,2,3,60.0,16,75016
2392000,1,Housing,3,1,89.46,6,75006
3200000,3,Housing,6,3,183.0,6,75006
2250000,2,Housing,3,2,104.0,8,75008
697500,0,Housing,2,0,44.8,8,75008
1200000,2,Housing,3,2,60.0,6,75006
2450000,2,Housing,5,2,127.0,6,75006
2060000,4,Housing,6,4,156.02,17,75017
2950000,1,Housing,6,1,154.0,16,75016
1850000,3,Housing,5,3,116.88,16,75016
895000,2,Housing,4,2,73.2,15,75015
549000,1,Housing,2,1,34.7,5,75005
1980000,2,Housing,4,2,110.0,15,75015
1650000,2,Housing,4,2,85.0,16,75016
690000,1,Housing,2,1,33.01,7,75007
695000,2,Housing,2,2,41.0,16,75016
1500000,3,Housing,4,3,120.0,14,75014
1350000,1,Housing,4,1,88.0,6,75006
2100000,1,Housing,4,1,102.44,6,75006
1390000,2,Housing,4,2,96.05,16,75016
3350000,3,Housing,5,3,144.99,17,75017
1500000,3,Housing,4,3,88.23,6,75006
590000,0,Housing,2,0,41.58,6,75006
1030000,1,Housing,2,1,56.41,8,75008
2485000,3,Housing,5,3,145.38,7,75007
2690000,2,Housing,8,2,200.0,9,75009
2250000,4,Housing,5,4,135.0,7,75007
2080000,1,Housing,5,1,145.0,16,75016
525000,0,Housing,2,0,34.35,16,75016
3300000,2,Housing,5,2,121.18,8,75008
2146,2,Rental,2,2,50.0,4,75004
8865,3,Rental,3,3,106.0,16,75016
1860,1,Rental,2,1,50.0,3,75003
1850,1,Rental,2,1,47.63,16,75016
1800,2,Rental,2,2,46.3,17,75017
2999,2,Rental,3,2,93.0,16,75016
3500,2,Rental,3,2,69.44,7,75007
2000,2,Rental,2,2,33.68,7,75007
2380,2,Rental,3,2,70.0,17,75017
3900,3,Rental,5,3,125.67,17,75017
3845,2,Rental,4,2,82.5,17,75017
4577,3,Rental,5,3,139.0,16,75016
15000,6,Rental,8,6,272.33,7,75007
1900,1,Rental,2,1,58.0,20,75020
1500,1,Rental,2,1,28.0,2,75002
1704,2,Rental,3,2,51.0,9,75009
2800,2,Rental,3,2,66.6,4,75004
3000,2,Rental,3,2,92.0,19,75019
2250,1,Rental,2,1,45.06,6,75006
1740,1,Rental,2,1,39.37,2,75002
4250,3,Rental,4,3,103.1,6,75006
2750,3,Rental,4,3,66.85,7,75007
1750,2,Rental,2,2,38.0,17,75017
2495,2,Rental,4,2,65.8,18,75018
1343,1,Rental,1,1,24.56,2,75002
1210,1,Rental,1,1,27.38,5,75005
11500,5,Rental,7,5,232.01,16,75016
2000,1,Rental,2,1,52.0,16,75016
1341,2,Rental,2,2,40.68,13,75013
3780,6,Rental,5,6,88.67,17,75017
7739,5,Rental,7,5,224.0,8,75008
3417,3,Rental,4,3,107.6,17,75017
3010,3,Rental,4,3,113.0,17,75017
2300,2,Rental,3,2,70.0,15,75015
9500,5,Rental,6,5,200.0,17,75017
7500,4,Rental,7,4,204.0,17,75017
4000,4,Rental,6,4,164.52,9,75009
3200,2,Rental,2,2,56.3,7,75007
3200,2,Rental,3,2,75.0,17,75017
5400,3,Rental,5,3,125.0,7,75007
2535,1,Rental,2,1,76.48,7,75007
5600,4,Rental,4,4,106.52,7,75007
2850,1,Rental,3,1,81.55,1,75001
3300,3,Rental,4,3,104.0,8,75008
2300,2,Rental,2,2,50.34,4,75004
4300,3,Rental,5,3,121.0,17,75017
2943,1,Rental,4,1,109.0,9,75009
3500,2,Rental,3,2,86.0,9,75009
1340,2,Rental,2,2,40.68,13,75013
3070,2,Rental,3,2,79.77,15,75015
6800,4,Rental,7,4,205.82,17,75017
2100,2,Rental,2,2,63.0,10,75010
3100,2,Rental,3,2,80.46,6,75006
5340,3,Rental,3,3,95.07,6,75006
9800,5,Rental,6,5,195.7,4,75004
3770,3,Rental,4,3,89.9,7,75007
20925,5,Rental,8,5,322.0,16,75016
4300,3,Rental,5,3,121.0,17,75017
1950,1,Rental,2,1,58.7,5,75005
2185,2,Rental,2,2,51.0,8,75008
2200,1,Rental,3,1,55.0,17,75017
2000,1,Rental,2,1,33.39,5,75005
1950,2,Rental,2,2,42.5,5,75005
6000,3,Rental,3,3,92.7,16,75016
2300,2,Rental,3,2,52.21,16,75016
1300,1,Rental,1,1,20.18,6,75006
1700,1,Rental,2,1,37.0,4,75004
850,1,Rental,1,1,14.01,5,75005
5500,3,Rental,4,3,140.0,9,75009
2894,3,Rental,3,3,69.5,16,75016
2174,3,Rental,4,3,80.5,9,75009
2250,1,Rental,2,1,46.8,5,75005
4200,4,Rental,4,4,105.0,5,75005
5362,4,Rental,4,4,111.0,16,75016
10000,6,Rental,7,6,232.0,8,75008
8150,3,Rental,3,3,82.0,8,75008
2600,2,Rental,3,2,70.0,9,75009
3150,2,Rental,5,2,85.21,6,75006
4015,3,Rental,3,3,109.58,7,75007
3500,4,Rental,4,4,74.4,7,75007
3200,2,Rental,4,2,82.59,5,75005
5300,3,Rental,6,3,171.0,16,75016
1865,1,Rental,2,1,40.0,3,75003
3825,3,Rental,4,3,125.0,16,75016
4134,2,Rental,2,2,91.57,7,75007
6859,2,Rental,5,2,142.9,2,75002
2408,2,Rental,2,2,61.19,17,75017
1160,2,Rental,1,2,24.53,15,75015
8200,3,Rental,6,3,178.59,7,75007
3000,2,Rental,3,2,63.02,6,75006
1677,1,Rental,1,1,53.0,16,75016
5220,4,Rental,6,4,150.0,17,75017
1500,1,Rental,2,1,35.8,15,75015
4768,3,Rental,5,3,155.8,16,75016
3700,3,Rental,3,3,105.0,8,75008
4000,4,Rental,4,4,107.15,16,75016
5500,3,Rental,5,3,160.6,17,75017
5000,3,Rental,5,3,141.27,7,75007
2200,1,Rental,2,1,41.13,16,75016
2500,1,Rental,2,1,40.0,6,75006
3000,2,Rental,3,2,86.7,17,75017
2600,2,Rental,2,2,48.6,16,75016
2000,1,Rental,2,1,60.0,5,75005
2000,2,Rental,1,2,37.0,6,75006
9100,6,Rental,6,6,233.0,16,75016
4725,5,Rental,5,5,137.6,16,75016
3500,4,Rental,4,4,77.0,15,75015
1250,1,Rental,1,1,32.0,14,75014
2400,2,Rental,3,2,63.93,7,75007
1300,2,Rental,2,2,31.86,7,75007
3000,3,Rental,4,3,72.66,7,75007
6755,4,Rental,7,4,207.4,17,75017
2600,2,Rental,3,2,54.58,17,75017
5500,3,Rental,5,3,130.0,5,75005
3500,2,Rental,3,2,74.52,16,75016
2740,2,Rental,3,2,68.0,5,75005
10000,5,Rental,6,5,196.0,8,75008
3000,1,Rental,2,1,64.72,14,75014
3990,2,Rental,2,2,52.11,16,75016
2898,4,Rental,4,4,103.5,9,75009
2300,2,Rental,2,2,44.36,6,75006
2900,2,Rental,2,2,73.0,7,75007
2000,2,Rental,2,2,40.03,6,75006
2500,1,Rental,3,1,64.0,4,75004
2670,2,Rental,3,2,75.88,14,75014
3500,3,Rental,3,3,108.39,17,75017
3077,2,Rental,4,2,82.59,5,75005
2150,2,Rental,2,2,46.89,4,75004
2000,1,Rental,2,1,51.81,9,75009
4000,2,Rental,3,2,103.75,7,75007
1700,1,Rental,2,1,36.09,13,75013
1860,1,Rental,2,1,42.0,3,75003
6300,3,Rental,6,3,163.0,7,75007
1170,1,Rental,1,1,25.0,7,75007
2500,2,Rental,2,2,50.0,4,75004
4750,3,Rental,5,3,110.81,7,75007
2000,1,Rental,2,1,40.23,6,75006
2700,2,Rental,1,2,23.0,4,75004
2700,2,Rental,3,2,71.0,11,75011
1900,2,Rental,2,2,57.78,16,75016
2360,2,Rental,3,2,72.31,5,75005
2200,2,Rental,2,2,42.71,6,75006
4530,3,Rental,5,3,129.0,8,75008
15100,5,Rental,5,5,160.0,8,75008
3493,2,Rental,3,2,88.2,9,75009
1500,1,Rental,2,1,30.0,4,75004
1700,2,Rental,1,2,42.0,7,75007
6656,6,Rental,8,6,290.3,9,75009
5400,4,Rental,5,4,200.2,9,75009
1281,2,Rental,2,2,36.7,9,75009
2947,4,Rental,4,4,107.3,9,75009
6500,4,Rental,7,4,210.0,17,75017
2000,2,Rental,2,2,42.74,5,75005
4500,3,Rental,5,3,132.0,17,75017
5670,4,Rental,6,4,216.74,8,75008
4920,3,Rental,4,3,130.0,16,75016
4442,3,Rental,4,3,128.1,16,75016
1185,1,Rental,1,1,21.46,14,75014
1000,2,Rental,2,2,25.0,16,75016
1905,2,Rental,2,2,48.64,17,75017
7500,3,Rental,4,3,150.0,17,75017
2850,2,Rental,3,2,92.7,17,75017
3360,2,Rental,5,2,104.9,15,75015
5000,3,Rental,4,3,123.5,6,75006
3500,2,Rental,2,2,63.0,8,75008
2350,2,Rental,2,2,47.65,5,75005
5682,4,Rental,5,4,180.0,8,75008
5000,2,Rental,4,2,90.97,7,75007
1190,1,Rental,2,1,37.0,17,75017
6400,3,Rental,5,3,138.0,8,75008
1850,1,Rental,2,1,34.91,4,75004
5800,3,Rental,4,3,111.87,1,75001
1829,1,Rental,2,1,46.17,17,75017
1031,1,Rental,1,1,27.4,16,75016
16600,3,Rental,6,3,317.0,16,75016
1999,2,Rental,3,2,60.0,16,75016
3500,4,Rental,4,4,101.0,17,75017
2700,2,Rental,4,2,81.7,16,75016
2100,1,Rental,1,1,50.82,14,75014
5400,4,Rental,5,4,155.02,16,75016
1865,1,Rental,2,1,40.0,3,75003
4700,3,Rental,4,3,131.0,4,75004
1730,2,Rental,2,2,36.0,15,75015
2550,2,Rental,3,2,65.19,7,75007
3260,2,Rental,4,2,92.0,5,75005
5500,3,Rental,6,3,164.8,16,75016
4800,4,Rental,4,4,147.0,17,75017
2500,2,Rental,2,2,53.15,6,75006
25000,1,Rental,4,1,184.0,8,75008
2429,2,Rental,3,2,54.06,4,75004
4133,3,Rental,4,3,88.01,7,75007
3500,1,Rental,3,1,65.0,17,75017
17000,4,Rental,6,4,230.0,7,75007
2200,2,Rental,3,2,63.0,18,75018
7500,3,Rental,4,3,123.06,8,75008
2730,2,Rental,3,2,82.6,9,75009
1971,1,Rental,2,1,47.02,4,75004
3400,3,Rental,4,3,91.0,16,75016
12700,2,Rental,5,2,176.83,8,75008
1500,1,Rental,2,1,38.0,17,75017
3430,0,Rental,3,0,90.0,9,75009
1995,2,Rental,2,2,46.45,7,75007
1400,1,Rental,1,1,30.7,14,75014
1759,2,Rental,2,2,43.38,5,75005
3970,3,Rental,5,3,138.0,16,75016
2100,1,Rental,2,1,52.3,16,75016
3950,2,Rental,3,2,87.0,16,75016
2200,2,Rental,3,2,58.1,17,75017
12000,3,Rental,6,3,190.16,7,75007
19000,5,Rental,6,5,225.0,17,75017
3500,1,Rental,3,1,86.34,6,75006
14000,3,Rental,3,3,115.9,8,75008
3600,1,Rental,2,1,50.0,8,75008
5600,2,Rental,6,2,171.74,16,75016
3950,2,Rental,4,2,95.0,16,75016
7500,3,Rental,7,3,208.07,16,75016
4550,4,Rental,4,4,101.09,16,75016
1670,1,Rental,2,1,40.71,15,75015
3450,2,Rental,4,2,88.0,17,75017
1310,1,Rental,1,1,36.0,7,75007
1400,2,Rental,1,2,36.0,15,75015
1500,1,Rental,1,1,29.18,6,75006
2921,3,Rental,3,3,60.85,17,75017
2800,2,Rental,3,2,82.06,15,75015
2000,2,Rental,2,2,55.5,7,75007
3400,2,Rental,3,2,77.61,7,75007
3650,2,Rental,3,2,70.0,6,75006
1200,1,Rental,1,1,18.05,6,75006
2000,1,Rental,3,1,42.46,14,75014
3500,3,Rental,5,3,107.0,8,75008
3046,3,Rental,4,3,72.0,2,75002
2966,2,Rental,3,2,70.4,2,75002
1835,1,Rental,2,1,50.0,18,75018
8300,3,Rental,4,3,191.32,6,75006
2200,1,Rental,3,1,55.0,17,75017
3500,3,Rental,3,3,107.91,9,75009
1700,1,Rental,2,1,37.29,6,75006
7900,3,Rental,6,3,239.0,8,75008
3200,2,Rental,3,2,66.2,7,75007
4945,3,Rental,5,3,150.0,16,75016
3885,2,Rental,5,2,125.0,17,75017
3650,3,Rental,4,3,103.0,7,75007
4500,3,Rental,3,3,120.0,16,75016
6510,4,Rental,6,4,198.36,15,75015
4585,3,Rental,3,3,88.0,6,75006
10000,6,Rental,7,6,232.0,8,75008
2000,1,Rental,3,1,46.0,7,75007
4780,3,Rental,4,3,113.5,2,75002
2200,2,Rental,3,2,58.0,16,75016
8000,4,Rental,8,4,275.0,17,75017
3990,2,Rental,4,2,94.75,7,75007
4745,4,Rental,4,4,116.0,8,75008
2300,2,Rental,3,2,65.0,14,75014
5850,3,Rental,4,3,123.0,8,75008
8500,3,Rental,5,3,156.17,6,75006
3600,4,Rental,3,4,88.4,16,75016
1850,2,Rental,2,2,45.44,17,75017
2600,1,Rental,2,1,63.3,6,75006
1750,1,Rental,2,1,40.0,9,75009
3200,3,Rental,4,3,76.19,15,75015
4000,2,Rental,5,2,120.0,17,75017
3200,2,Rental,3,2,75.2,7,75007
4250,3,Rental,4,3,103.1,6,75006
1753,2,Rental,2,2,56.0,16,75016
1800,2,Rental,3,2,60.0,17,75017
980,1,Rental,2,1,30.0,7,75007
3500,3,Rental,3,3,60.05,6,75006
2980,2,Rental,3,2,75.3,6,75006
4500,3,Rental,4,3,120.0,8,75008
1700,2,Rental,3,2,49.26,6,75006
3000,2,Rental,3,2,75.02,9,75009
8500,3,Rental,6,3,218.0,17,75017
3840,2,Rental,3,2,90.78,17,75017
6200,3,Rental,6,3,152.0,17,75017
5995,4,Rental,5,4,127.05,1,75001
5500,3,Rental,4,3,117.0,16,75016
1600,2,Rental,2,2,45.22,6,75006
2000,2,Rental,2,2,45.0,9,75009
4000,3,Rental,3,3,109.58,7,75007
3800,3,Rental,4,3,104.0,5,75005
3800,2,Rental,3,2,77.11,7,75007
4280,3,Rental,6,3,140.0,7,75007
1690,1,Rental,2,1,44.0,9,75009
2000,1,Rental,2,1,41.3,6,75006
8700,3,Rental,6,3,135.0,7,75007
7950,4,Rental,6,4,176.0,8,75008
9200,4,Rental,6,4,231.0,16,75016
9000,4,Rental,7,4,210.0,17,75017
3800,2,Rental,3,2,103.0,9,75009
2670,2,Rental,4,2,83.0,15,75015
2200,2,Rental,2,2,63.47,15,75015
5500,4,Rental,3,4,100.0,8,75008
2800,1,Rental,4,1,119.0,17,75017
3400,2,Rental,4,2,87.75,17,75017
3000,3,Rental,4,3,96.12,17,75017
2804,2,Rental,4,2,88.2,15,75015
6200,4,Rental,5,4,144.03,5,75005
2260,2,Rental,3,2,77.58,9,75009
1600,2,Rental,2,2,37.67,3,75003
1380,1,Rental,2,1,41.19,15,75015
3470,2,Rental,4,2,93.05,7,75007
6546,4,Rental,5,4,180.0,8,75008
6176,4,Rental,5,4,164.0,8,75008
2500,1,Rental,2,1,39.9,3,75003
1220,1,Rental,1,1,19.33,6,75006
2000,1,Rental,2,1,33.39,5,75005
5000,2,Rental,4,2,157.0,9,75009
2515,2,Rental,3,2,70.62,3,75003
3015,2,Rental,3,2,75.0,9,75009
3561,3,Rental,3,3,80.0,9,75009
4770,4,Rental,5,4,122.65,7,75007
3920,2,Rental,4,2,111.49,7,75007
5800,2,Rental,6,2,162.08,7,75007
10000,3,Rental,5,3,184.15,6,75006
3200,1,Rental,3,1,74.93,6,75006
2300,2,Rental,2,2,50.34,4,75004
1700,1,Rental,2,1,32.69,6,75006
5275,3,Rental,4,3,160.0,8,75008
3200,2,Rental,3,2,76.27,17,75017
4283,2,Rental,5,2,127.9,16,75016
1600,1,Rental,2,1,38.74,5,75005
2804,2,Rental,4,2,88.2,15,75015
3351,3,Rental,3,3,108.2,8,75008
2300,2,Rental,3,2,65.0,17,75017
3990,3,Rental,5,3,132.4,16,75016
3226,2,Rental,3,2,84.94,8,75008
2251,2,Rental,3,2,65.84,7,75007
6300,4,Rental,7,4,188.0,17,75017
4600,2,Rental,4,2,153.0,17,75017
4700,3,Rental,5,3,127.6,16,75016
2524,1,Rental,3,1,73.32,1,75001
1286,2,Rental,2,2,38.23,15,75015
2390,2,Rental,2,2,67.0,17,75017
2600,3,Rental,4,3,86.7,9,75009
5400,3,Rental,5,3,116.28,6,75006
1700,1,Rental,2,1,30.0,16,75016
1150,1,Rental,1,1,25.0,7,75007
2650,2,Rental,3,2,66.52,17,75017
4346,2,Rental,3,2,90.55,17,75017
1318,1,Rental,2,1,29.3,17,75017
2060,2,Rental,3,2,59.0,8,75008
3500,2,Rental,4,2,97.3,6,75006
3600,2,Rental,3,2,104.0,8,75008
3009,2,Rental,4,2,95.2,9,75009
2145,2,Rental,3,2,70.5,18,75018
4375,4,Rental,4,4,103.2,2,75002
3400,2,Rental,6,2,102.6,14,75014
2000,2,Rental,2,2,45.0,18,75018
5200,3,Rental,6,3,169.35,6,75006
5450,4,Rental,5,4,170.65,17,75017
10768,4,Rental,7,4,221.0,8,75008
2400,1,Rental,2,1,55.35,6,75006
3200,1,Rental,3,1,66.19,16,75016
6724,5,Rental,7,5,217.0,17,75017
1485,1,Rental,2,1,40.6,8,75008
3100,1,Rental,4,1,67.0,7,75007
5750,4,Rental,6,4,161.0,9,75009
4905,6,Rental,5,6,150.0,7,75007
4800,1,Rental,6,1,124.1,7,75007
2825,2,Rental,3,2,70.23,6,75006
4200,4,Rental,6,4,150.0,18,75018
4000,2,Rental,3,2,87.85,7,75007
1782,2,Rental,2,2,45.0,9,75009
3450,2,Rental,4,2,95.67,16,75016
1609,2,Rental,2,2,30.99,15,75015
4830,3,Rental,5,3,147.17,7,75007
4500,2,Rental,4,2,87.5,7,75007
2025,2,Rental,2,2,57.2,8,75008
1950,2,Rental,2,2,48.8,17,75017
4959,2,Rental,4,2,110.76,7,75007
1980,2,Rental,2,2,53.43,7,75007
3615,3,Rental,4,3,109.78,7,75007
6235,5,Rental,5,5,171.14,17,75017
2000,1,Rental,2,1,46.45,6,75006
5484,3,Rental,4,3,123.0,8,75008
40000,6,Rental,8,6,265.0,8,75008
5348,3,Rental,3,3,106.0,8,75008
12952,6,Rental,8,6,244.0,8,75008
4500,1,Rental,2,1,89.3,7,75007
4080,2,Rental,5,2,112.41,7,75007
2100,2,Rental,2,2,58.0,9,75009
4900,2,Rental,5,2,110.0,7,75007
980,1,Rental,1,1,21.22,7,75007
2950,2,Rental,4,2,68.47,7,75007
4800,2,Rental,4,2,83.07,1,75001
3736,2,Rental,3,2,111.0,8,75008
2700,2,Rental,2,2,66.36,16,75016
2200,2,Rental,2,2,56.8,18,75018
4950,4,Rental,7,4,169.9,17,75017
1420,1,Rental,1,1,29.17,14,75014
1465,2,Rental,2,2,40.0,17,75017
2500,1,Rental,3,1,54.86,8,75008
1731,5,Rental,3,5,51.01,7,75007
4792,4,Rental,6,4,160.0,17,75017
4820,4,Rental,6,4,160.0,17,75017
3750,3,Rental,6,3,135.0,15,75015
2880,2,Rental,4,2,97.0,15,75015
3500,2,Rental,4,2,95.0,17,75017
3015,2,Rental,3,2,81.4,9,75009
2376,2,Rental,2,2,64.2,9,75009
1984,2,Rental,2,2,40.6,9,75009
2150,1,Rental,2,1,46.8,5,75005
2700,2,Rental,2,2,60.0,6,75006
2945,2,Rental,3,2,89.0,16,75016
2140,1,Rental,2,1,52.36,14,75014
5500,4,Rental,5,4,144.0,7,75007
3570,2,Rental,3,2,81.19,6,75006
4250,2,Rental,3,2,103.0,3,75003
2980,3,Rental,4,3,98.0,17,75017
3695,3,Rental,4,3,93.0,17,75017
3148,2,Rental,4,2,89.0,7,75007
4200,2,Rental,5,2,128.07,15,75015
4200,3,Rental,5,3,97.0,7,75007
5660,3,Rental,6,3,185.0,9,75009
1500,1,Rental,2,1,41.0,9,75009
1076,1,Rental,1,1,32.2,15,75015
12500,4,Rental,6,4,155.0,17,75017
2000,1,Rental,2,1,41.3,6,75006
3150,2,Rental,5,2,85.21,6,75006
8150,4,Rental,5,4,180.0,7,75007
25000,5,Rental,6,5,236.0,8,75008
1700,1,Rental,2,1,37.7,7,75007
2900,1,Rental,3,1,56.75,7,75007
1900,1,Rental,2,1,51.59,6,75006
4500,3,Rental,5,3,132.0,17,75017
2900,2,Rental,3,2,67.5,17,75017
5500,3,Rental,4,3,111.87,1,75001
2170,1,Rental,2,1,46.58,7,75007
1010,1,Rental,1,1,28.0,15,75015
1275,2,Rental,2,2,36.58,15,75015
5500,4,Rental,6,4,160.92,7,75007
1650,2,Rental,3,2,51.0,9,75009
3728,4,Rental,4,4,126.3,8,75008
4812,4,Rental,5,4,146.0,17,75017
6500,3,Rental,5,3,166.0,6,75006
4230,3,Rental,4,3,124.0,9,75009
4750,3,Rental,4,3,130.0,16,75016
10000,4,Rental,4,4,167.06,16,75016
2785,2,Rental,3,2,71.0,16,75016
1309,1,Rental,2,1,43.0,16,75016
7500,4,Rental,6,4,222.0,16,75016
6300,2,Rental,5,2,122.8,7,75007
6950,2,Rental,4,2,115.0,7,75007
1750,1,Rental,1,1,21.0,9,75009
3450,2,Rental,3,2,80.0,7,75007
2400,1,Rental,2,1,54.2,6,75006
1570,2,Rental,2,2,35.74,6,75006
15000,5,Rental,4,5,248.0,16,75016
1428,1,Rental,1,1,34.0,17,75017
2790,3,Rental,3,3,80.0,8,75008
4404,4,Rental,4,4,137.8,8,75008
7150,4,Rental,6,4,184.67,7,75007
1900,2,Rental,2,2,53.91,4,75004
2600,2,Rental,3,2,70.66,6,75006
3627,3,Rental,4,3,129.0,9,75009
2800,3,Rental,4,3,88.31,17,75017
3600,3,Rental,3,3,61.29,1,75001
1260,1,Rental,1,1,29.58,7,75007
2100,1,Rental,2,1,47.26,7,75007
4300,4,Rental,5,4,121.0,15,75015
6050,4,Rental,5,4,140.01,7,75007
3845,2,Rental,4,2,82.5,17,75017
2300,3,Rental,2,3,57.0,7,75007
2000,2,Rental,2,2,49.0,17,75017
1941,1,Rental,2,1,46.0,17,75017
3276,2,Rental,3,2,78.0,17,75017
3915,2,Rental,4,2,87.0,17,75017
3300,1,Rental,4,1,89.64,5,75005
2700,2,Rental,3,2,64.0,9,75009
3500,3,Rental,3,3,107.91,9,75009
3334,2,Rental,3,2,90.0,9,75009
13500,4,Rental,5,4,207.0,16,75016
8500,4,Rental,6,4,230.0,17,75017
2320,1,Rental,3,1,73.59,15,75015
2200,2,Rental,3,2,65.17,14,75014
4670,3,Rental,4,3,155.51,16,75016
1300,2,Rental,2,2,40.68,13,75013
9634,3,Rental,4,3,236.0,16,75016
14500,4,Rental,5,4,180.0,16,75016
2100,2,Rental,2,2,50.43,7,75007
3122,2,Rental,4,2,86.27,7,75007
2700,2,Rental,3,2,78.11,6,75006
1800,1,Rental,2,1,37.16,6,75006
2500,2,Rental,4,2,79.86,16,75016
3380,2,Rental,4,2,94.0,16,75016
4512,3,Rental,5,3,117.0,17,75017
1250,1,Rental,1,1,26.0,7,75007
4980,6,Rental,7,6,160.0,17,75017
2200,2,Rental,3,2,70.0,17,75017
2500,1,Rental,2,1,52.35,7,75007
5500,3,Rental,4,3,120.0,16,75016
4180,4,Rental,5,4,126.0,7,75007
8000,5,Rental,5,5,206.79,8,75008
2750,2,Rental,3,2,70.0,7,75007
2200,3,Rental,2,3,58.0,9,75009
2247,2,Rental,4,2,84.0,15,75015
7300,5,Rental,6,5,161.7,7,75007
20000,3,Rental,5,3,280.0,7,75007
4500,3,Rental,3,3,88.0,6,75006
3250,2,Rental,2,2,66.52,6,75006
5000,3,Rental,6,3,114.28,16,75016
2750,2,Rental,2,2,62.02,5,75005
1877,1,Rental,2,1,50.55,6,75006
3785,2,Rental,3,2,77.11,7,75007
2192,2,Rental,2,2,68.5,9,75009
2237,2,Rental,2,2,65.8,9,75009
2089,2,Rental,2,2,67.4,9,75009
4300,2,Rental,5,2,141.28,17,75017
4600,3,Rental,5,3,142.43,17,75017
3500,2,Rental,3,2,70.0,16,75016
2980,3,Rental,4,3,102.48,9,75009
3370,3,Rental,4,3,102.22,13,75013
4500,3,Rental,4,3,116.33,7,75007
1850,2,Rental,2,2,49.88,16,75016
915,1,Rental,1,1,18.54,7,75007
12000,3,Rental,5,3,194.75,8,75008
4250,3,Rental,5,3,136.0,17,75017
1240,2,Rental,2,2,35.64,8,75008
3500,2,Rental,3,2,91.06,3,75003
7411,3,Rental,7,3,196.79,7,75007
2610,3,Rental,3,3,74.0,8,75008
1500,2,Rental,2,2,46.0,8,75008
2200,1,Rental,3,1,60.0,18,75018
1800,1,Rental,2,1,51.75,7,75007
1750,1,Rental,2,1,44.45,7,75007
2600,1,Rental,2,1,40.65,6,75006
1750,2,Rental,2,2,34.48,14,75014
5020,4,Rental,5,4,146.66,7,75007
4780,3,Rental,5,3,120.0,7,75007
2500,1,Rental,2,1,63.3,6,75006
11290,4,Rental,7,4,320.0,16,75016
7900,2,Rental,5,2,157.0,7,75007
6850,5,Rental,6,5,170.2,7,75007
9700,7,Rental,7,7,263.0,7,75007
886,2,Rental,2,2,21.0,5,75005
3280,1,Rental,2,1,50.0,8,75008
1149,2,Rental,2,2,34.16,3,75003
1250,1,Rental,2,1,26.02,3,75003
2100,1,Rental,2,1,45.0,7,75007
1800,2,Rental,2,2,57.0,17,75017
1700,2,Rental,2,2,52.0,7,75007
7250,3,Rental,7,3,200.0,7,75007
3100,3,Rental,4,3,86.71,7,75007
3770,3,Rental,4,3,90.17,7,75007
873,1,Rental,1,1,21.0,5,75005
4000,3,Rental,4,3,115.0,7,75007
290,2,Rental,4,2,95.0,16,75016
250,2,Rental,4,2,95.0,16,75016
3100,2,Rental,3,2,91.0,16,75016
1950,2,Rental,2,2,43.55,7,75007
1000,2,Rental,2,2,25.0,16,75016
3700,2,Rental,3,2,88.76,16,75016
5700,4,Rental,5,4,165.71,5,75005
3280,1,Rental,2,1,50.0,8,75008
2963,3,Rental,4,3,90.8,15,75015
1600,2,Rental,2,2,54.02,5,75005
1100,1,Rental,2,1,26.09,7,75007
4716,2,Rental,5,2,130.0,7,75007
3900,3,Rental,4,3,95.4,15,75015
2200,1,Rental,2,1,53.0,4,75004
988,1,Rental,1,1,19.0,4,75004
1000,1,Rental,1,1,24.21,7,75007
4112,2,Rental,5,2,139.39,16,75016
1000,2,Rental,2,2,25.0,16,75016
1083,1,Rental,2,1,33.78,5,75005
2100,1,Rental,3,1,49.11,7,75007
2910,2,Rental,3,2,76.29,1,75001
3500,3,Rental,4,3,106.23,16,75016
2655,2,Rental,3,2,90.0,16,75016
8500,5,Rental,6,5,180.0,16,75016
2863,3,Rental,4,3,88.2,15,75015
3547,2,Rental,4,2,89.76,7,75007
11000,7,Rental,7,7,240.23,16,75016
2000,2,Rental,2,2,53.44,3,75003
3200,3,Rental,3,3,60.05,6,75006
